shipment_id,order_id,order_date,ship_date,promised_delivery_date,actual_delivery_date,supplier_id,supplier_name,supplier_reliability_score,warehouse_id,warehouse_name,warehouse_overload_flag,product_id,category,customer_region,order_quantity,priority,shipment_status,stockout_flag,delay_days,is_delayed,delay_reason
SHP-003391,ORD-003391,2025-12-27,2025-12-30,2026-01-05,2026-01-06,SUP-013,Rhine Components,0.887,WH-002,Hamburg Distribution Center,False,PRD-0161,Mechanical,DE-East,248,expedited,delivered,False,1,True,customs_documentation
SHP-003392,ORD-003392,2025-11-19,2025-11-19,2025-11-30,2025-11-29,SUP-011,Saxon Metals,0.611,WH-005,Frankfurt Distribution Center,True,PRD-0001,Electronics,DE-West,27,standard,delivered,False,-1,False,
SHP-003393,ORD-003393,2025-07-27,2025-07-30,2025-08-02,2025-08-05,SUP-014,Baltic Packaging,0.868,WH-008,Dortmund Distribution Center,False,PRD-0083,Textiles,DE-South,200,standard,delivered,False,3,True,carrier_delay
SHP-003394,ORD-003394,2025-06-26,2025-06-26,2025-07-04,2025-07-04,SUP-013,Rhine Components,0.887,WH-007,Stuttgart Distribution Center,False,PRD-0092,Mechanical,DE-North,116,standard,delivered,False,0,False,
SHP-003395,ORD-003395,2025-04-01,2025-04-03,2025-04-11,,SUP-009,Ruhr Mechanical,0.965,WH-005,Frankfurt Distribution Center,False,PRD-0044,Mechanical,DE-South,46,expedited,in_transit,False,,,
SHP-003396,ORD-003396,2025-10-06,2025-10-09,2025-10-13,2025-10-13,SUP-007,Danube Tools,0.771,WH-008,Dortmund Distribution Center,False,PRD-0095,Electronics,DE-South,81,standard,delivered,False,0,False,
SHP-003397,ORD-003397,2025-11-15,2025-11-18,2025-11-27,2025-11-28,SUP-005,Main River Electronics,0.945,WH-003,Munich Distribution Center,False,PRD-0162,Packaging,DE-North,638,critical,delivered,True,1,True,
SHP-003398,ORD-003398,2025-10-29,2025-11-01,2025-11-11,2025-11-12,SUP-005,Main River Electronics,0.945,WH-007,Stuttgart Distribution Center,False,PRD-0162,Packaging,DE-South,1081,standard,delivered,True,1,True,customs_documentation
SHP-003399,ORD-003399,2025-06-06,2025-06-09,2025-06-16,2025-06-15,SUP-009,Ruhr Mechanical,0.965,WH-002,Hamburg Distribution Center,False,PRD-0079,Mechanical,DE-Central,186,standard,delivered,False,-1,False,
SHP-003400,ORD-003400,2025-12-27,2025-12-29,2026-01-11,2026-01-12,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,False,PRD-0057,Raw Materials,DE-West,107,expedited,delivered,False,1,True,carrier_delay
SHP-003401,ORD-003401,2025-07-16,2025-07-16,2025-07-27,2025-07-28,SUP-008,Hanseatic Materials,0.604,WH-005,Frankfurt Distribution Center,False,PRD-0054,Textiles,DE-South,141,standard,delivered,False,1,True,supplier_late_dispatch
SHP-003402,ORD-003402,2025-10-27,2025-10-28,2025-11-03,2025-11-04,SUP-013,Rhine Components,0.887,WH-006,Leipzig Distribution Center,True,PRD-0024,Textiles,DE-North,286,standard,delivered,True,1,True,
SHP-003403,ORD-003403,2025-07-10,2025-07-11,2025-07-19,2025-07-24,SUP-018,Elbe Manufacturing,0.745,WH-004,Cologne Distribution Center,False,PRD-0038,Mechanical,DE-North,136,standard,delivered,False,5,True,carrier_delay
SHP-003404,ORD-003404,2025-10-07,2025-10-08,2025-10-13,2025-10-12,SUP-001,Rhine Components,0.724,WH-007,Stuttgart Distribution Center,False,PRD-0121,Packaging,DE-East,164,expedited,delivered,False,-1,False,
SHP-003405,ORD-003405,2025-05-30,2025-05-30,2025-06-12,2025-06-13,SUP-023,Saxon Metals,0.93,WH-002,Hamburg Distribution Center,False,PRD-0131,Packaging,DE-West,419,critical,delivered,False,1,True,
SHP-003406,ORD-003406,2025-01-03,2025-01-03,2025-01-15,2025-01-15,SUP-023,Saxon Metals,0.93,WH-004,Cologne Distribution Center,False,PRD-0060,Textiles,DE-West,183,standard,delivered,False,0,False,
SHP-003407,ORD-003407,2025-07-18,2025-07-19,2025-07-27,2025-08-02,SUP-020,Hanseatic Materials,0.846,WH-006,Leipzig Distribution Center,True,PRD-0101,Electronics,DE-South,24,expedited,delivered,False,6,True,warehouse_capacity_constraint
SHP-003408,ORD-003408,2025-06-19,2025-06-21,2025-06-26,2025-06-26,SUP-015,Alpine Industrial Parts,0.925,WH-005,Frankfurt Distribution Center,True,PRD-0177,Mechanical,DE-North,60,standard,delivered,False,0,False,
SHP-003409,ORD-003409,2025-09-23,2025-09-26,2025-10-04,2025-10-03,SUP-004,Nordic Freight Supplies,0.931,WH-001,Berlin Distribution Center,False,PRD-0003,Mechanical,DE-East,125,standard,delivered,False,-1,False,
SHP-003410,ORD-003410,2025-11-19,2025-11-22,2025-12-03,2025-12-04,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,False,PRD-0179,Textiles,DE-Central,312,standard,delivered,False,1,True,
SHP-003411,ORD-003411,2025-12-15,2025-12-17,2025-12-21,2025-12-25,SUP-010,Black Forest Plastics,0.829,WH-008,Dortmund Distribution Center,False,PRD-0170,Electronics,DE-Central,129,standard,delivered,False,4,True,weather_disruption
SHP-003412,ORD-003412,2025-01-12,2025-01-14,2025-01-21,2025-01-24,SUP-011,Saxon Metals,0.611,WH-003,Munich Distribution Center,True,PRD-0109,Packaging,DE-West,1190,critical,delivered,True,3,True,warehouse_capacity_constraint
SHP-003413,ORD-003413,2025-10-27,2025-10-28,2025-11-04,2025-11-08,SUP-010,Black Forest Plastics,0.829,WH-006,Leipzig Distribution Center,False,PRD-0171,Electronics,DE-East,27,standard,delivered,False,4,True,inventory_shortage
SHP-003414,ORD-003414,2025-10-14,2025-10-16,2025-10-28,2025-10-28,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,False,PRD-0131,Packaging,DE-East,289,standard,delivered,False,0,False,
SHP-003415,ORD-003415,2025-04-09,2025-04-11,2025-04-15,2025-04-15,SUP-003,Alpine Industrial Parts,0.922,WH-003,Munich Distribution Center,False,PRD-0007,Electronics,DE-East,56,expedited,delivered,False,0,False,
SHP-003416,ORD-003416,2025-11-22,2025-11-24,2025-11-28,2025-11-28,SUP-013,Rhine Components,0.887,WH-004,Cologne Distribution Center,True,PRD-0025,Packaging,DE-South,773,standard,delivered,True,0,False,
SHP-003417,ORD-003417,2025-10-02,2025-10-02,2025-10-17,2025-10-17,SUP-004,Nordic Freight Supplies,0.931,WH-004,Cologne Distribution Center,True,PRD-0045,Textiles,DE-West,106,standard,delivered,False,0,False,
SHP-003418,ORD-003418,2025-08-05,2025-08-05,2025-08-10,2025-08-11,SUP-014,Baltic Packaging,0.868,WH-003,Munich Distribution Center,False,PRD-0102,Raw Materials,DE-South,308,critical,delivered,False,1,True,
SHP-003419,ORD-003419,2025-04-13,2025-04-15,2025-04-21,2025-04-24,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,False,PRD-0145,Mechanical,DE-North,237,standard,delivered,False,3,True,warehouse_capacity_constraint
SHP-003420,ORD-003420,2025-01-09,2025-01-10,2025-01-18,2025-01-19,SUP-020,Hanseatic Materials,0.846,WH-004,Cologne Distribution Center,False,PRD-0128,Mechanical,DE-Central,175,standard,delivered,True,1,True,
SHP-003421,ORD-003421,2025-10-16,2025-10-19,2025-10-20,2025-10-20,SUP-014,Baltic Packaging,0.868,WH-003,Munich Distribution Center,True,PRD-0103,Raw Materials,DE-South,82,expedited,delivered,False,0,False,
SHP-003422,ORD-003422,2025-11-12,2025-11-15,2025-11-22,2025-11-27,SUP-018,Elbe Manufacturing,0.745,WH-002,Hamburg Distribution Center,True,PRD-0022,Electronics,DE-South,12,standard,delivered,False,5,True,weather_disruption
SHP-003423,ORD-003423,2025-02-05,2025-02-06,2025-02-13,2025-02-13,SUP-019,Danube Tools,0.652,WH-001,Berlin Distribution Center,False,PRD-0125,Electronics,DE-South,48,expedited,delivered,False,0,False,
SHP-003424,ORD-003424,2025-12-08,2025-12-09,2025-12-18,,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,False,PRD-0025,Packaging,DE-West,351,standard,in_transit,False,,,
SHP-003425,ORD-003425,2025-10-09,2025-10-12,2025-10-22,2025-10-20,SUP-024,Bavaria Textile Group,0.894,WH-002,Hamburg Distribution Center,False,PRD-0117,Raw Materials,DE-South,471,standard,delivered,False,-2,False,
SHP-003426,ORD-003426,2025-09-23,2025-09-25,2025-10-08,2025-10-09,SUP-012,Bavaria Textile Group,0.813,WH-007,Stuttgart Distribution Center,False,PRD-0176,Mechanical,DE-East,293,standard,delivered,False,1,True,
SHP-003427,ORD-003427,2025-04-08,2025-04-11,2025-04-21,2025-04-21,SUP-004,Nordic Freight Supplies,0.931,WH-003,Munich Distribution Center,True,PRD-0040,Electronics,DE-North,142,standard,delivered,False,0,False,
SHP-003428,ORD-003428,2025-10-06,2025-10-06,2025-10-15,2025-10-16,SUP-007,Danube Tools,0.771,WH-007,Stuttgart Distribution Center,False,PRD-0036,Textiles,DE-North,162,expedited,delivered,True,1,True,carrier_delay
SHP-003429,ORD-003429,2025-12-27,2025-12-30,2025-12-31,2025-12-31,SUP-014,Baltic Packaging,0.868,WH-005,Frankfurt Distribution Center,True,PRD-0164,Textiles,DE-North,68,expedited,delivered,False,0,False,
SHP-003430,ORD-003430,2025-02-17,2025-02-18,2025-03-02,2025-02-28,SUP-016,Nordic Freight Supplies,0.901,WH-003,Munich Distribution Center,True,PRD-0167,Textiles,DE-North,148,standard,delivered,False,-2,False,
SHP-003431,ORD-003431,2025-06-02,2025-06-03,2025-06-12,2025-06-12,SUP-019,Danube Tools,0.652,WH-004,Cologne Distribution Center,False,PRD-0066,Mechanical,DE-East,186,expedited,delivered,False,0,False,
SHP-003432,ORD-003432,2025-10-12,2025-10-12,2025-10-18,2025-10-19,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,True,PRD-0118,Raw Materials,DE-East,38,standard,delivered,False,1,True,warehouse_capacity_constraint
SHP-003433,ORD-003433,2025-12-08,2025-12-08,2025-12-13,2025-12-14,SUP-014,Baltic Packaging,0.868,WH-002,Hamburg Distribution Center,False,PRD-0160,Packaging,DE-Central,1026,standard,delivered,True,1,True,supplier_late_dispatch
SHP-003434,ORD-003434,2025-10-31,2025-11-01,2025-11-07,2025-11-07,SUP-001,Rhine Components,0.724,WH-007,Stuttgart Distribution Center,False,PRD-0112,Textiles,DE-West,39,standard,delivered,False,0,False,
SHP-003435,ORD-003435,2025-10-19,2025-10-21,2025-10-26,2025-10-26,SUP-014,Baltic Packaging,0.868,WH-001,Berlin Distribution Center,False,PRD-0126,Electronics,DE-North,37,standard,delivered,False,0,False,
SHP-003436,ORD-003436,2025-03-25,2025-03-28,2025-04-03,2025-04-04,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,False,PRD-0147,Textiles,DE-East,146,standard,delivered,True,1,True,
SHP-003437,ORD-003437,2025-05-04,2025-05-07,2025-05-14,2025-05-14,SUP-020,Hanseatic Materials,0.846,WH-008,Dortmund Distribution Center,False,PRD-0155,Raw Materials,DE-East,272,standard,delivered,True,0,False,
SHP-003438,ORD-003438,2025-09-11,2025-09-13,2025-09-26,2025-09-25,SUP-016,Nordic Freight Supplies,0.901,WH-005,Frankfurt Distribution Center,False,PRD-0108,Raw Materials,DE-East,498,standard,delivered,False,-1,False,
SHP-003439,ORD-003439,2025-03-24,2025-03-24,2025-04-01,2025-04-01,SUP-009,Ruhr Mechanical,0.965,WH-003,Munich Distribution Center,False,PRD-0055,Electronics,DE-South,70,expedited,delivered,False,0,False,
SHP-003440,ORD-003440,2025-01-07,2025-01-08,2025-01-13,2025-01-14,SUP-014,Baltic Packaging,0.868,WH-002,Hamburg Distribution Center,False,PRD-0103,Raw Materials,DE-Central,312,standard,delivered,False,1,True,customs_documentation
SHP-003441,ORD-003441,2025-05-30,2025-05-30,2025-06-11,2025-06-11,SUP-012,Bavaria Textile Group,0.813,WH-002,Hamburg Distribution Center,False,PRD-0094,Raw Materials,DE-Central,49,standard,delivered,False,0,False,
SHP-003442,ORD-003442,2025-10-03,2025-10-05,2025-10-11,2025-10-11,SUP-014,Baltic Packaging,0.868,WH-008,Dortmund Distribution Center,True,PRD-0083,Textiles,DE-South,140,standard,delivered,False,0,False,
SHP-003443,ORD-003443,2025-05-21,2025-05-23,2025-06-05,2025-06-06,SUP-016,Nordic Freight Supplies,0.901,WH-002,Hamburg Distribution Center,True,PRD-0096,Raw Materials,DE-Central,391,standard,delivered,False,1,True,
SHP-003444,ORD-003444,2025-02-21,2025-02-21,2025-03-01,2025-03-02,SUP-014,Baltic Packaging,0.868,WH-001,Berlin Distribution Center,False,PRD-0083,Textiles,DE-West,59,standard,delivered,False,1,True,
SHP-003445,ORD-003445,2025-02-26,2025-02-26,2025-03-03,2025-03-13,SUP-004,Nordic Freight Supplies,0.931,WH-008,Dortmund Distribution Center,False,PRD-0178,Packaging,DE-South,742,standard,delivered,True,10,True,supplier_late_dispatch
SHP-003446,ORD-003446,2025-07-23,2025-07-23,2025-08-03,2025-08-01,SUP-018,Elbe Manufacturing,0.745,WH-006,Leipzig Distribution Center,True,PRD-0039,Mechanical,DE-West,156,standard,delivered,False,-2,False,
SHP-003447,ORD-003447,2025-04-02,2025-04-04,2025-04-16,2025-04-18,SUP-024,Bavaria Textile Group,0.894,WH-005,Frankfurt Distribution Center,True,PRD-0026,Textiles,DE-South,70,standard,delivered,False,2,True,inventory_shortage
SHP-003448,ORD-003448,2025-08-25,2025-08-27,2025-09-01,,SUP-013,Rhine Components,0.887,WH-007,Stuttgart Distribution Center,False,PRD-0161,Mechanical,DE-South,111,standard,in_transit,False,,,
SHP-003449,ORD-003449,2025-04-02,2025-04-03,2025-04-10,2025-04-08,SUP-019,Danube Tools,0.652,WH-007,Stuttgart Distribution Center,True,PRD-0066,Mechanical,DE-North,126,standard,delivered,False,-2,False,
SHP-003450,ORD-003450,2025-11-02,2025-11-03,2025-11-10,2025-11-17,SUP-020,Hanseatic Materials,0.846,WH-005,Frankfurt Distribution Center,True,PRD-0088,Packaging,DE-South,577,expedited,delivered,False,7,True,supplier_late_dispatch
SHP-003451,ORD-003451,2025-12-22,2025-12-24,2025-12-28,2025-12-26,SUP-003,Alpine Industrial Parts,0.922,WH-004,Cologne Distribution Center,True,PRD-0061,Electronics,DE-East,114,expedited,delivered,False,-2,False,
SHP-003452,ORD-003452,2025-10-13,2025-10-13,2025-10-18,2025-10-20,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,False,PRD-0095,Electronics,DE-West,101,standard,delivered,True,2,True,
SHP-003453,ORD-003453,2025-12-26,2025-12-29,2026-01-05,2026-01-06,SUP-008,Hanseatic Materials,0.604,WH-001,Berlin Distribution Center,False,PRD-0053,Textiles,DE-South,41,standard,delivered,False,1,True,
SHP-003454,ORD-003454,2025-04-10,2025-04-12,2025-04-17,2025-04-17,SUP-014,Baltic Packaging,0.868,WH-008,Dortmund Distribution Center,False,PRD-0104,Mechanical,DE-East,119,expedited,delivered,True,0,False,
SHP-003455,ORD-003455,2025-04-03,2025-04-04,2025-04-09,2025-04-08,SUP-014,Baltic Packaging,0.868,WH-001,Berlin Distribution Center,False,PRD-0126,Electronics,DE-West,55,expedited,delivered,False,-1,False,
SHP-003456,ORD-003456,2025-08-02,2025-08-05,2025-08-12,2025-08-15,SUP-009,Ruhr Mechanical,0.965,WH-003,Munich Distribution Center,True,PRD-0044,Mechanical,DE-North,329,expedited,delivered,False,3,True,warehouse_capacity_constraint
SHP-003457,ORD-003457,2025-04-16,2025-04-17,2025-04-26,2025-04-25,SUP-008,Hanseatic Materials,0.604,WH-002,Hamburg Distribution Center,False,PRD-0139,Mechanical,DE-South,265,standard,delivered,False,-1,False,
SHP-003458,ORD-003458,2025-10-07,2025-10-10,2025-10-14,2025-10-20,SUP-001,Rhine Components,0.724,WH-007,Stuttgart Distribution Center,False,PRD-0012,Packaging,DE-South,490,expedited,delivered,True,6,True,weather_disruption
SHP-003459,ORD-003459,2025-11-03,2025-11-03,2025-11-16,2025-11-16,SUP-008,Hanseatic Materials,0.604,WH-003,Munich Distribution Center,False,PRD-0139,Mechanical,DE-East,161,standard,delivered,False,0,False,
SHP-003460,ORD-003460,2025-11-29,2025-12-02,2025-12-06,2025-12-10,SUP-010,Black Forest Plastics,0.829,WH-002,Hamburg Distribution Center,False,PRD-0170,Electronics,DE-South,143,standard,delivered,False,4,True,carrier_delay
SHP-003461,ORD-003461,2025-11-21,2025-11-23,2025-11-26,2025-11-29,SUP-014,Baltic Packaging,0.868,WH-005,Frankfurt Distribution Center,False,PRD-0083,Textiles,DE-West,310,standard,delivered,True,3,True,warehouse_capacity_constraint
SHP-003462,ORD-003462,2025-04-12,2025-04-13,2025-04-21,2025-04-24,SUP-008,Hanseatic Materials,0.604,WH-005,Frankfurt Distribution Center,False,PRD-0030,Electronics,DE-West,156,expedited,delivered,False,3,True,warehouse_capacity_constraint
SHP-003463,ORD-003463,2025-05-16,2025-05-18,2025-05-31,2025-05-31,SUP-002,Baltic Packaging,0.954,WH-001,Berlin Distribution Center,False,PRD-0031,Electronics,DE-East,28,critical,delivered,False,0,False,
SHP-003464,ORD-003464,2025-04-28,2025-05-01,2025-05-10,2025-05-10,SUP-017,Main River Electronics,0.811,WH-006,Leipzig Distribution Center,False,PRD-0114,Raw Materials,DE-South,83,expedited,delivered,False,0,False,
SHP-003465,ORD-003465,2025-07-05,2025-07-08,2025-07-14,2025-07-14,SUP-022,Black Forest Plastics,0.971,WH-003,Munich Distribution Center,True,PRD-0168,Electronics,DE-Central,135,standard,delivered,True,0,False,
SHP-003466,ORD-003466,2025-11-21,2025-11-23,2025-11-27,2025-12-01,SUP-010,Black Forest Plastics,0.829,WH-006,Leipzig Distribution Center,True,PRD-0170,Electronics,DE-North,72,standard,delivered,False,4,True,warehouse_capacity_constraint
SHP-003467,ORD-003467,2025-11-04,2025-11-06,2025-11-10,2025-11-10,SUP-020,Hanseatic Materials,0.846,WH-003,Munich Distribution Center,True,PRD-0041,Raw Materials,DE-West,244,standard,delivered,False,0,False,
SHP-003468,ORD-003468,2025-01-20,2025-01-23,2025-01-27,2025-01-27,SUP-003,Alpine Industrial Parts,0.922,WH-003,Munich Distribution Center,False,PRD-0035,Mechanical,DE-Central,267,expedited,delivered,True,0,False,
SHP-003469,ORD-003469,2025-11-30,2025-12-02,2025-12-14,2025-12-15,SUP-004,Nordic Freight Supplies,0.931,WH-004,Cologne Distribution Center,False,PRD-0062,Mechanical,DE-West,130,standard,delivered,False,1,True,inventory_shortage
SHP-003470,ORD-003470,2025-07-31,2025-07-31,2025-08-12,2025-08-12,SUP-008,Hanseatic Materials,0.604,WH-004,Cologne Distribution Center,False,PRD-0111,Textiles,DE-East,188,standard,delivered,False,0,False,
SHP-003471,ORD-003471,2025-12-28,2025-12-30,2026-01-07,2026-01-07,SUP-009,Ruhr Mechanical,0.965,WH-001,Berlin Distribution Center,False,PRD-0165,Packaging,DE-North,840,standard,delivered,True,0,False,
SHP-003472,ORD-003472,2025-04-04,2025-04-05,2025-04-12,2025-04-12,SUP-015,Alpine Industrial Parts,0.925,WH-007,Stuttgart Distribution Center,False,PRD-0018,Textiles,DE-North,273,standard,delivered,True,0,False,
SHP-003473,ORD-003473,2025-10-13,2025-10-16,2025-10-20,2025-10-20,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,False,PRD-0024,Textiles,DE-Central,280,standard,delivered,True,0,False,
SHP-003474,ORD-003474,2025-01-26,2025-01-27,2025-02-01,,SUP-013,Rhine Components,0.887,WH-001,Berlin Distribution Center,False,PRD-0087,Textiles,DE-West,348,critical,in_transit,True,,,
SHP-003475,ORD-003475,2025-02-19,2025-02-20,2025-03-06,2025-03-07,SUP-016,Nordic Freight Supplies,0.901,WH-002,Hamburg Distribution Center,False,PRD-0108,Raw Materials,DE-East,453,standard,delivered,False,1,True,
SHP-003476,ORD-003476,2025-10-10,2025-10-12,2025-10-23,2025-10-23,SUP-008,Hanseatic Materials,0.604,WH-006,Leipzig Distribution Center,False,PRD-0030,Electronics,DE-East,63,expedited,delivered,False,0,False,
SHP-003477,ORD-003477,2025-04-16,2025-04-19,2025-04-26,2025-05-01,SUP-007,Danube Tools,0.771,WH-003,Munich Distribution Center,False,PRD-0091,Electronics,DE-South,19,expedited,delivered,False,5,True,carrier_delay
SHP-003478,ORD-003478,2025-08-08,2025-08-10,2025-08-14,2025-08-14,SUP-013,Rhine Components,0.887,WH-008,Dortmund Distribution Center,False,PRD-0099,Electronics,DE-South,92,standard,delivered,False,0,False,
SHP-003479,ORD-003479,2025-12-04,2025-12-04,2025-12-18,2025-12-21,SUP-023,Saxon Metals,0.93,WH-002,Hamburg Distribution Center,True,PRD-0179,Textiles,DE-South,153,standard,delivered,True,3,True,carrier_delay
SHP-003480,ORD-003480,2025-05-29,2025-05-29,2025-06-04,2025-06-09,SUP-014,Baltic Packaging,0.868,WH-003,Munich Distribution Center,True,PRD-0049,Electronics,DE-Central,94,expedited,delivered,False,5,True,supplier_late_dispatch
SHP-003481,ORD-003481,2025-07-16,2025-07-18,2025-07-22,2025-07-23,SUP-015,Alpine Industrial Parts,0.925,WH-003,Munich Distribution Center,False,PRD-0107,Mechanical,DE-Central,122,standard,delivered,False,1,True,
SHP-003482,ORD-003482,2025-11-09,2025-11-12,2025-11-15,2025-11-14,SUP-003,Alpine Industrial Parts,0.922,WH-007,Stuttgart Distribution Center,False,PRD-0007,Electronics,DE-East,108,standard,delivered,False,-1,False,
SHP-003483,ORD-003483,2025-11-28,2025-11-30,2025-12-06,2025-12-06,SUP-018,Elbe Manufacturing,0.745,WH-002,Hamburg Distribution Center,True,PRD-0145,Mechanical,DE-Central,321,standard,delivered,True,0,False,
SHP-003484,ORD-003484,2025-04-30,2025-05-03,2025-05-12,2025-05-13,SUP-023,Saxon Metals,0.93,WH-001,Berlin Distribution Center,False,PRD-0153,Electronics,DE-South,126,standard,delivered,True,1,True,
